make_model,component_id,equipment_type,make,model,failure_count,mtbf_hours,mtbr_hours,mttr_hours,failure_rate_per_1000h,vessels_affected,root_cause_human_error,root_cause_operational_error,root_cause_machinery_failure,root_cause_other,root_cause_unknown,root_cause_percentage_confirmed,first_failure_date,last_failure_date,top_failure_mode,top_failure_mode_count,top_failure_mode_rate,failure_mode_distribution,trend,action_inspect_count,action_repair_count,action_replace_count,action_temporary_count,action_recurrence_rate,action_recurrence_by_type,highest_recurrence_action,highest_recurrence_rate,mtbf_before_action,mtbf_after_action,action_permanently_eliminates,stakeholder_communication_summary,estimated_cost_per_failure,total_cost_impact,stock_risk,parts_per_failure,top_parts,top_parts_consumption,parts_detail_json,fleet_avg_mtbf_hours,mtbf_vs_fleet,total_failures,total_vessels,overall_mtbf_hours,overall_failure_rate_per_1000h,component_count,first_failure_date_summary,last_failure_date_summary,equipment_type_summary,make_summary,model_summary,fleet_avg_mtbf_hours_summary,fleet_avg_failure_rate_per_1000h,bad_actor_rank,is_bad_actor
MITSUI 11K98MC-C,Fuel System,Main Engine,MITSUI,11K98MC-C,1,,,,,1,0,0,0,22,0,100.0,2025-02-05,2025-02-05,Other,22,22000.0,"{'Other': {'count': 22, 'failure_rate': 22000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,communication,375.0,375.0,Low,54.0,"['FO Injector', 'FO Pump']","[41, 13]","[{""part_name"": ""FO Injector"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""FO Pump"", ""count"": 13, ""unit_cost"": 17.31, ""total_cost"": 225.0}]",903.1015854056559,,26,2,186.82352941176472,8.025867136978247,5,2024-11-15,2025-03-20,Main Engine,MITSUI,11K98MC-C,903.1015854056559,3.8932163757871767,,
MITSUI 11K98MC-C,Lubrication System,Main Engine,MITSUI,11K98MC-C,1,,,,,1,0,1,0,22,0,100.0,2025-02-17,2025-02-17,Other,23,23000.0,"{'Other': {'count': 23, 'failure_rate': 23000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,communication,680.0,680.0,Low,41.0,"['LO Cooler', 'LO Pressure Switch', 'LO Pump']","[19, 15, 7]","[{""part_name"": ""LO Cooler"", ""count"": 19, ""unit_cost"": 25.26, ""total_cost"": 480.0}, {""part_name"": ""LO Pressure Switch"", ""count"": 15, ""unit_cost"": 6.67, ""total_cost"": 100.0}, {""part_name"": ""LO Pump"", ""count"": 7, ""unit_cost"": 14.29, ""total_cost"": 100.0}]",903.1015854056559,,26,2,186.82352941176472,8.025867136978247,5,2024-11-15,2025-03-20,Main Engine,MITSUI,11K98MC-C,903.1015854056559,3.8932163757871767,,
MITSUI 11K98MC-C,Starting Air System,Main Engine,MITSUI,11K98MC-C,4,216.0,,,6.172839506172839,2,0,1,0,69,0,100.0,2025-02-05,2025-03-04,Other,70,108.02469135802468,"{'Other': {'count': 70, 'failure_rate': 108.02469135802468, 'mtbf': 9.391304347826088, 'vessels': 2}}",→,0,0,0,0,38.57142857142858,{'Other': 38.57142857142858},Other,38.57142857142858,,,False,communication,50.0,200.0,Low,48.5,"['Air Manifold', 'Actuator']","[116, 78]","[{""part_name"": ""Air Manifold"", ""count"": 116, ""unit_cost"": 0.86, ""total_cost"": 100.0}, {""part_name"": ""Actuator"", ""count"": 78, ""unit_cost"": 1.28, ""total_cost"": 100.0}]",903.1015854056559,-76.0824248909964,26,2,186.82352941176472,8.025867136978247,5,2024-11-15,2025-03-20,Main Engine,MITSUI,11K98MC-C,903.1015854056559,3.8932163757871767,1.0,True
MITSUI 6G60ME-C MARK 9.5,Engine (General),Main Engine,MITSUI,6G60ME-C MARK 9.5,3,864.0,,,1.736111111111111,1,0,0,0,10,0,100.0,2025-01-20,2025-04-02,STOPPED,6,6000.0,"{'ALARM': {'count': 1, 'failure_rate': 1000.0, 'mtbf': None, 'vessels': 1}, 'Other': {'count': 3, 'failure_rate': 3000.0, 'mtbf': 0.0, 'vessels': 1}, 'STOPPED': {'count': 6, 'failure_rate': 6000.0, 'mtbf': 0.0, 'vessels': 1}}",↑,0,0,0,0,70.0,{'Other': 70.0},Other,70.0,,,False,,2036.6666666666667,6110.0,Low,300.3333333333333,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-4.32969956398562,4,1,864.0,1.736111111111111,2,2025-01-20,2025-04-02,Main Engine,MITSUI,6G60ME-C MARK 9.5,903.1015854056559,3.8932163757871767,1.0,True
MITSUI 6G60ME-C MARK 9.5,Exhaust valve,Main Engine,MITSUI,6G60ME-C MARK 9.5,1,,,,,1,0,0,0,5,0,100.0,2025-02-19,2025-02-19,High Temperature,5,5000.0,"{'High Temperature': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,,,,,,,,903.1015854056559,,4,1,864.0,1.736111111111111,2,2025-01-20,2025-04-02,Main Engine,MITSUI,6G60ME-C MARK 9.5,903.1015854056559,3.8932163757871767,,
MITSUI 6G60ME-C9.5,Engine (General),Main Engine,MITSUI,6G60ME-C9.5,8,264.0,,,4.329004329004329,4,0,0,0,30,0,100.0,2025-01-03,2025-03-21,ALARM,1,1000.0,"{'ALARM': {'count': 1, 'failure_rate': 1000.0, 'mtbf': None, 'vessels': 1}, 'Other': {'count': 29, 'failure_rate': 15.692640692640692, 'mtbf': 66.0, 'vessels': 3}}",→,0,0,0,0,80.0,{'Other': 80.0},Other,80.0,144.0,464.0,True,,763.75,6110.0,Low,112.625,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-70.76740820010671,9,4,264.0,4.329004329004329,2,2025-01-03,2025-03-21,Main Engine,MITSUI,6G60ME-C9.5,903.1015854056559,3.8932163757871767,1.0,True
MITSUI 6G60ME-C9.5,Fuel System,Main Engine,MITSUI,6G60ME-C9.5,1,,,,,1,0,0,0,1,0,100.0,2025-02-24,2025-02-24,Other,1,1000.0,"{'Other': {'count': 1, 'failure_rate': 1000.0, 'mtbf': None, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,375.0,375.0,Low,54.0,"['FO Injector', 'FO Pump']","[41, 13]","[{""part_name"": ""FO Injector"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""FO Pump"", ""count"": 13, ""unit_cost"": 17.31, ""total_cost"": 225.0}]",903.1015854056559,,9,4,264.0,4.329004329004329,2,2025-01-03,2025-03-21,Main Engine,MITSUI,6G60ME-C9.5,903.1015854056559,3.8932163757871767,,
MITSUI 6S50ME-B MARK 9.5,Cooling water system,Main Engine,MITSUI,6S50ME-B MARK 9.5,2,0.0,,,,1,0,0,0,10,0,100.0,2025-02-26,2025-02-26,ALARM,5,5000.0,"{'ALARM': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}, 'High Temperature': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}}",→,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,837.5,1675.0,Low,121.5,"['Cooler', 'JW Pump', 'JW Hose', 'JW Pump Seal', 'Transducer']","[142, 16, 15, 15, 15]","[{""part_name"": ""Cooler"", ""count"": 142, ""unit_cost"": 1.23, ""total_cost"": 175.0}, {""part_name"": ""JW Pump"", ""count"": 16, ""unit_cost"": 17.19, ""total_cost"": 275.0}, {""part_name"": ""JW Hose"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""JW Pump Seal"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""Transducer"", ""count"": 15, ""unit_cost"": 20.0, ""total_cost"": 300.0}, {""part_name"": ""JW Transducer"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Seal"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""JW Seal"", ""count"": 9, ""unit_cost"": 13.89, ""total_cost"": 125.0}, {""part_name"": ""Intercooler"", ""count"": 8, ""unit_cost"": 12.5, ""total_cost"": 100.0}]",903.1015854056559,-100.0,11,3,382.0,2.253898635477583,3,2025-01-02,2025-04-07,Main Engine,MITSUI,6S50ME-B MARK 9.5,903.1015854056559,3.8932163757871767,,
MITSUI 6S50ME-B MARK 9.5,Engine (General),Main Engine,MITSUI,6S50ME-B MARK 9.5,5,570.0,,,2.1929824561403506,3,0,0,0,10,0,100.0,2025-01-02,2025-04-07,Other,10,4.385964912280701,"{'Other': {'count': 10, 'failure_rate': 4.385964912280701, 'mtbf': 253.33333333333334, 'vessels': 3}}",↑,0,0,0,0,80.0,{'Other': 80.0},Other,80.0,1440.0,372.0,False,,1222.0,6110.0,Low,180.2,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-36.88417679568496,11,3,382.0,2.253898635477583,3,2025-01-02,2025-04-07,Main Engine,MITSUI,6S50ME-B MARK 9.5,903.1015854056559,3.8932163757871767,2.0,True
MITSUI 6S50ME-B MARK 9.5,Lubrication System,Main Engine,MITSUI,6S50ME-B MARK 9.5,4,576.0,,,2.314814814814815,2,0,0,0,18,0,100.0,2025-01-20,2025-04-02,Other,14,20.114942528735632,"{'Other': {'count': 14, 'failure_rate': 20.114942528735632, 'mtbf': 53.53846153846154, 'vessels': 1}, 'STOPPED': {'count': 4, 'failure_rate': 2.314814814814815, 'mtbf': 576.0, 'vessels': 2}}",→,0,0,0,0,66.66666666666666,{'Other': 66.66666666666666},Other,66.66666666666666,,,False,,170.0,680.0,Low,10.25,"['LO Cooler', 'LO Pressure Switch', 'LO Pump']","[19, 15, 7]","[{""part_name"": ""LO Cooler"", ""count"": 19, ""unit_cost"": 25.26, ""total_cost"": 480.0}, {""part_name"": ""LO Pressure Switch"", ""count"": 15, ""unit_cost"": 6.67, ""total_cost"": 100.0}, {""part_name"": ""LO Pump"", ""count"": 7, ""unit_cost"": 14.29, ""total_cost"": 100.0}]",903.1015854056559,-36.219799709323745,11,3,382.0,2.253898635477583,3,2025-01-02,2025-04-07,Main Engine,MITSUI,6S50ME-B MARK 9.5,903.1015854056559,3.8932163757871767,1.0,True
MITSUI 6S70MC-C,Cooling water system,Main Engine,MITSUI,6S70MC-C,5,1686.0,,,0.7413997627520759,2,1,0,0,47,0,100.0,2024-12-23,2025-09-30,Other,48,7.117437722419928,"{'Other': {'count': 48, 'failure_rate': 7.117437722419928, 'mtbf': 143.48936170212767, 'vessels': 2}}",↑,0,0,0,0,81.25,{'Other': 81.25},Other,81.25,360.0,3192.0,True,stakeholder,335.0,1675.0,Low,48.6,"['Cooler', 'JW Pump', 'JW Hose', 'JW Pump Seal', 'Transducer']","[142, 16, 15, 15, 15]","[{""part_name"": ""Cooler"", ""count"": 142, ""unit_cost"": 1.23, ""total_cost"": 175.0}, {""part_name"": ""JW Pump"", ""count"": 16, ""unit_cost"": 17.19, ""total_cost"": 275.0}, {""part_name"": ""JW Hose"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""JW Pump Seal"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""Transducer"", ""count"": 15, ""unit_cost"": 20.0, ""total_cost"": 300.0}, {""part_name"": ""JW Transducer"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Seal"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""JW Seal"", ""count"": 9, ""unit_cost"": 13.89, ""total_cost"": 125.0}, {""part_name"": ""Intercooler"", ""count"": 8, ""unit_cost"": 12.5, ""total_cost"": 100.0}]",903.1015854056559,86.68996126750028,35,2,994.5333333333333,1.6099013224708878,5,2024-12-23,2025-11-27,Main Engine,MITSUI,6S70MC-C,903.1015854056559,3.8932163757871767,3.0,True
MITSUI 6S70MC-C,Engine (General),Main Engine,MITSUI,6S70MC-C,22,376.0,,,2.786220871327254,2,1,0,12,191,14,36.36363636363637,2025-01-02,2025-11-27,ALARM,18,18000.0,"{'ALARM': {'count': 18, 'failure_rate': 18000.0, 'mtbf': 0.0, 'vessels': 1}, 'HIGH PRESSURE': {'count': 10, 'failure_rate': 10000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW PRESSURE': {'count': 9, 'failure_rate': 9000.0, 'mtbf': 0.0, 'vessels': 1}, 'Other': {'count': 158, 'failure_rate': 20.010131712259373, 'mtbf': 50.29299363057325, 'vessels': 2}, 'STOPPED': {'count': 23, 'failure_rate': 6.104033970276009, 'mtbf': 171.27272727272728, 'vessels': 2}}",→,0,0,0,0,87.61467889908256,{'Other': 87.61467889908256},Other,87.61467889908256,506.4,283.2,False,"communication, stakeholder",277.72727272727275,6110.0,Low,40.95454545454545,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-58.36570258803078,35,2,994.5333333333333,1.6099013224708878,5,2024-12-23,2025-11-27,Main Engine,MITSUI,6S70MC-C,903.1015854056559,3.8932163757871767,1.0,True
MITSUI 6S70MC-C,Exhaust Valve,Main Engine,MITSUI,6S70MC-C,1,,,,,1,1,0,0,11,0,100.0,2025-04-11,2025-04-11,Other,12,12000.0,"{'Other': {'count': 12, 'failure_rate': 12000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,stakeholder,300.0,300.0,Low,76.0,['Exhaust'],[76],"[{""part_name"": ""Exhaust"", ""count"": 76, ""unit_cost"": 3.95, ""total_cost"": 300.0}]",903.1015854056559,,35,2,994.5333333333333,1.6099013224708878,5,2024-12-23,2025-11-27,Main Engine,MITSUI,6S70MC-C,903.1015854056559,3.8932163757871767,,
MITSUI 6S70MC-C,Lubrication System,Main Engine,MITSUI,6S70MC-C,6,921.6,,,1.3020833333333333,2,3,0,0,68,2,66.66666666666666,2025-01-13,2025-07-24,HIGH PRESSURE,22,24.774774774774777,"{'HIGH PRESSURE': {'count': 22, 'failure_rate': 24.774774774774777, 'mtbf': 42.285714285714285, 'vessels': 1}, 'STOPPED': {'count': 51, 'failure_rate': 18.805309734513276, 'mtbf': 54.24, 'vessels': 1}}",→,0,0,0,0,72.6027397260274,{'Other': 72.6027397260274},Other,72.6027397260274,948.0,1116.0,False,"communication, stakeholder",113.33333333333333,680.0,Low,6.833333333333333,"['LO Cooler', 'LO Pressure Switch', 'LO Pump']","[19, 15, 7]","[{""part_name"": ""LO Cooler"", ""count"": 19, ""unit_cost"": 25.26, ""total_cost"": 480.0}, {""part_name"": ""LO Pressure Switch"", ""count"": 15, ""unit_cost"": 6.67, ""total_cost"": 100.0}, {""part_name"": ""LO Pump"", ""count"": 7, ""unit_cost"": 14.29, ""total_cost"": 100.0}]",903.1015854056559,2.048320465082009,35,2,994.5333333333333,1.6099013224708878,5,2024-12-23,2025-11-27,Main Engine,MITSUI,6S70MC-C,903.1015854056559,3.8932163757871767,2.0,True
